,file,input_text,target_text
122,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: External Security,"(Security, certain)"
123,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Choosing the Location,"(Choosing, certain)"
124,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: Choosing mountainous locations, preferably 1-3 hours from main cities, which have water resources.","(Choosing, certain); (have, certain)"
125,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Being close to cities is important in order to have important services.,"(is, certain); (Being, certain); (have, unknown)"
126,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: If a mountainous location is unviable, then choose a location next to official Buidings so as to avoid being bombarded.","(choose, certain); (is, certain); (avoid, unknown); (bombarded, uncertain)"
127,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: Again, if the above is not possible, then choose a location next to residential areas, for the same reason as above.","(choose, certain); (reason, certain); (is, certain)"
128,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: The location should be away from airports and main highways.,"(should, certain); (be, unknown)"
129,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: It is preferable it has its own private access in order to protect it and control it better.,"(has, certain); (is, certain); (control, unknown); (protect, unknown)"
130,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Protection Methods,"(Protection, certain)"
131,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Outside Protection:,"(Outside, certain)"
132,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Human protection,"(protection, certain); (protection, certain)"
133,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: - Patrols close to locations,"(Patrols, certain)"
134,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: - Patrols distant from the location.,"(Patrols, certain)"
135,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Animal protection: ,"(protection, certain)"
136,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Electronic protection: ,"(protection, certain)"
137,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Permanent Protection:,"(Protection, certain)"
138,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: They are erected according to the nature of the location.,"(according, certain); (erected, certain)"
139,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: They can take one of the following forms:,"(take, certain)"
140,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,"(fill, certain); (Insert, certain)"
141,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: They are filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.","(place, certain); (filled, certain); (crashing, certain); (prevent, unknown)"
142,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: They are better than road bumps because they are harder to see.,"(are, certain); (are, certain); (see, certain)"
143,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: The ditch should be 30 centimeters deep and 20 centimeters wide.,"(should, certain); (be, unknown)"
144,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Passage ways for cars and pedestrians should be designated.,"(should, certain); (Passage, certain); (designated, unknown)"
145,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Road bumps: Six successive bumps should be constructed at 500 meters from the location.,"(should, certain); (constructed, unknown)"
146,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.","(travel, certain); (should, certain); (should, certain); (be, unknown); (be, unknown)"
147,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.","(should, certain); (placed, unknown)"
