file	kit ID
data/annotation/0f03cc5a508d630c6c8c8c61396e31a9.best.xml	571915240000000000000002
data/annotation/17f98f0c6cda0227e732e6761f396d1f.best.xml	571915290000000000000003
data/annotation/11c906f2f798abb05f143b206edf77a5.best.xml	571915310000000000000005
data/annotation/661ece467567ffbb54b551dfc1c2c254.best.xml	571915350000000000000006
data/annotation/3322caacf140c92366a639ee004560ce.best.xml	571915360000000000000007
data/annotation/178e7de35eccad0df800f0c7539cf614.best.xml	568eda880000000000000165
data/annotation/408dff173c599256711f23238e280c15.best.xml	568eda8c0000000000000166
data/annotation/593cb5020613a4695859130542f7fc94.best.xml	568eda8f0000000000000167
data/annotation/4f7eedf44076ea050d7db3715f9333fa.best.xml	5693fa670000000000000031
data/annotation/18e8a277f2659f79291efa0e12e80cb3.best.xml	5693fa680000000000000032
data/annotation/324274e50f2d07757e2d88ff58a0c33b.best.xml	5693fa710000000000000034
data/annotation/33ed1c9fdee1000e2340ac7f92c77752.best.xml	5693fa960000000000000035
data/annotation/389c70a4859f7528cc6e8b84c10766d7.best.xml	5693fa980000000000000036
data/annotation/4683e6affe801713ed4cc9d596b57fac.best.xml	5693fa9b0000000000000037
data/annotation/47c26ba3563092e41c5a42252931baf1.best.xml	5693faa50000000000000038
data/annotation/59f8514f6db132207ba9e5828f73d706.best.xml	5693faa80000000000000039
data/annotation/6154640fdb94510274583591cad7b379.best.xml	5693faac0000000000000040
data/annotation/644706e2d97c9a9a1f9874510180f136.best.xml	56997d570000000000000001
data/annotation/3c9fb643a48360935c1044efca570514.best.xml	56997d610000000000000003
data/annotation/2bdb9d86091c6f412ffa767bdc749be9.best.xml	56997d670000000000000005
data/annotation/0f565d3822dca80336582ffac4adaf78.best.xml	56997d6a0000000000000006
data/annotation/41404718f9c1e94cf58aad1fc90c70a7.best.xml	56997d850000000000000007
data/annotation/3e6c7121211de578d7fd831eae801438.best.xml	56997d8c0000000000000008
data/annotation/36d45aff571e3fbe036f309c18d31668.best.xml	56997d8e0000000000000009
data/annotation/61d2b0dcc730f0b4e92ae0d1929b3caf.best.xml	56997d900000000000000010
data/annotation/19569b08f07d751d6ac4a07633653c50.best.xml	56997d920000000000000011
data/annotation/010aaf594ae6ef20eb28e3ee26038375.best.xml	56997d950000000000000012
data/annotation/1656bbad43fee4569b5c5f14110c1342.best.xml	56997dbe0000000000000013
data/annotation/4743a10c1d5f1ad35c31646049acb9db.best.xml	56997dbf0000000000000014
data/annotation/026bd1c7eae9f14da9480a4b88ba2fb6.best.xml	56997dc20000000000000015
data/annotation/18a89cdd00dadc593a88c924111575f1.best.xml	56997dc80000000000000017
data/annotation/3ddbad6f438c88eec387131477ffe1b9.best.xml	56997dcb0000000000000018
data/annotation/2701285c791f423cd2f8fd827df9c2c9.best.xml	56997dd60000000000000019
data/annotation/08ebdc5f0ec8588af38ab1684318d99c.best.xml	56997dd80000000000000020
data/annotation/11329f1cdb44019afc8f48b6fdc5376d.best.xml	56997ddb0000000000000021
data/annotation/24d93564f48ae17904aa82f937db8c21.best.xml	56997dde0000000000000022
data/annotation/0c49bb860962aa0d5b8e3fc277592da0.best.xml	56997de10000000000000023
data/annotation/2d8d3572658fdb8754fdc84d2b15f302.best.xml	56997de40000000000000024
data/annotation/0cfdfe102b7a4cb34e1a181c1d36d23d.best.xml	56997dee0000000000000025
data/annotation/3059538a2542c71687871b3444f8d921.best.xml	56997df20000000000000026
data/annotation/018fb4e59ac5474167ffc5940d7e55e7.best.xml	56997df40000000000000027
data/annotation/0659c87d9fd3d5efd258ee6de3ba1003.best.xml	56997df90000000000000028
data/annotation/08b0dfe15192c063055ed7db8d24c625.best.xml	56997e000000000000000030
data/annotation/01f69c4c2206e7c3fa3706ccd5b8b350.best.xml	56acedc20000000000000064
data/annotation/02905b7ce3a6b8b0961c6c2310392ef9.best.xml	56acedc50000000000000065
data/annotation/04134f2be20afbb868d7a8292f49e277.best.xml	56acedc80000000000000066
data/annotation/0648a08469a3be9eb972f0d213562805.best.xml	56acedce0000000000000068
data/annotation/086e26ec92d1cc02f3900e9ac46d6962.best.xml	56acedd50000000000000071
data/annotation/087f58983ef5e94e54024bc9f0f009ae.best.xml	56acedd90000000000000072
data/annotation/09098ae4e956a51b038876197814735e.best.xml	56aceddc0000000000000073
data/annotation/0a421343005f3241376fa01e1cb3c6fb.best.xml	56acee960000000000000075
data/annotation/0ba982819aaf9f5b94a7cebd48ac6018.best.xml	56acee9a0000000000000076
data/annotation/0eb03fc279066b84ed49d44b2405469a.best.xml	56cddfe80000000000000006
data/annotation/0fab386f8b6527439481f526c92341c7.best.xml	56cddfeb0000000000000007
data/annotation/101d0fc4a78dc1b84953ebd399b2fad5.best.xml	56cddff60000000000000009
data/annotation/11a29a0d63a79b0f5d19ccae1838b125.best.xml	56cddffb0000000000000010
data/annotation/120fe19a9bc68fd85fc4963c166e9345.best.xml	56cde0010000000000000011
data/annotation/130a86739522ab7c56232e798d04cbf9.best.xml	56cde0050000000000000012
data/annotation/14294db341956a71811c9dd015b04ed7.best.xml	56cde00a0000000000000013
data/annotation/1473ea2ded50c05b29b4f55f1b83ada3.best.xml	56cde00f0000000000000014
