,file,input_text,target_text
123,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Choosing the Location,"(Choosing, certain)"
124,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: Choosing mountainous locations, preferably 1-3 hours from main cities, which have water resources.","(Choosing, certain); (have, certain)"
125,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Being close to cities is important in order to have important services.,"(is, certain); (Being, certain); (have, unknown)"
126,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: If a mountainous location is unviable, then choose a location next to official Buidings so as to avoid being bombarded.","(choose, certain); (is, certain); (avoid, unknown); (bombarded, uncertain)"
127,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: Again, if the above is not possible, then choose a location next to residential areas, for the same reason as above.","(choose, certain); (reason, certain); (is, certain)"
128,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: The location should be away from airports and main highways.,"(should, certain); (be, unknown)"
129,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: It is preferable it has its own private access in order to protect it and control it better.,"(has, certain); (is, certain); (control, unknown); (protect, unknown)"
130,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Protection Methods,"(Protection, certain)"
131,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Outside Protection:,"(Outside, certain)"
132,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Human protection,"(protection, certain); (protection, certain)"
133,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: - Patrols close to locations,"(Patrols, certain)"
134,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: - Patrols distant from the location.,"(Patrols, certain)"
135,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Animal protection: ,"(protection, certain)"
136,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Electronic protection: ,"(protection, certain)"
137,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Permanent Protection:,"(Protection, certain)"
138,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: They are erected according to the nature of the location.,"(according, certain); (erected, certain)"
139,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: They can take one of the following forms:,"(take, certain)"
140,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Insert 4 inch pipes in the ground at 50 centimeters apart and a height of one meter then fill them with cement.,"(fill, certain); (Insert, certain)"
141,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: They are filled with cement and place around the building, especially at the entrance to prevent cars from crashing into it.","(place, certain); (filled, certain); (crashing, certain); (prevent, unknown)"
142,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: They are better than road bumps because they are harder to see.,"(are, certain); (are, certain); (see, certain)"
143,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: The ditch should be 30 centimeters deep and 20 centimeters wide.,"(should, certain); (be, unknown)"
144,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Passage ways for cars and pedestrians should be designated.,"(should, certain); (Passage, certain); (designated, unknown)"
145,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Road bumps: Six successive bumps should be constructed at 500 meters from the location.,"(should, certain); (constructed, unknown)"
146,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: The distance between the first and fourth bump should be 100 meters, and the distance between the fourth and the sixth should be 50 meters, so cars cannot travel fast in the direction of the building.","(travel, certain); (should, certain); (should, certain); (be, unknown); (be, unknown)"
147,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: Barbed Wires: They should be placed around the building, around the walls, or on top of the walls.","(should, certain); (placed, unknown)"
148,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: These are placed at the main gate in order to puncture the tires of any car crashing in.,"(placed, certain); (crashing, certain); (puncture, unknown)"
149,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Fences are the best form of permanent protection.,"(are, certain); (protection, certain)"
150,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: It shields off all activities which take place inside the location.,"(shields, certain); (activities, certain); (take, certain)"
151,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: The following should be considered when erecting fences:,"(erecting, certain); (should, certain); (considered, unknown)"
152,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: The fence which is built out of bricks or concrete should be 4 meters high, then topped with one meter high barbed wire fence.","(topped, certain); (should, certain); (built, certain); (be, unknown)"
153,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: It is preferable that the barbed wires slant outwards at a 70 degrees angle.,"(slant, certain); (is, certain)"
154,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: The thickness of the fence should be 60 cm and the distance between it and the building should be 2 meters.,"(should, certain); (should, certain); (be, unknown); (be, unknown)"
155,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Secret gates should be built 50 meters apart to be used for emergency only.,"(used, certain); (should, certain); (built, unknown)"
156,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: However, they should not be identifiable from the outside part of the fence.","(should, certain); (be, unknown)"
157,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: It is preferable that any location has only 2 emergency gates and far away from one another.,"(has, certain); (is, certain)"
158,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: No other outside gates should be erected.,"(should, certain); (erected, unknown)"
159,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: If it is necessary to have an outside entrance for the control tower, then access to the location should not be constructed.","(should, certain); (have, certain); (access, certain); (constructed, unknown); (is, uncertain)"
160,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: If the location is in a highly dangerous zone, then two parallel fences should be built to be 3 meters apart.","(be, certain); (should, certain); (built, unknown); (is, uncertain)"
161,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: The space between the two fences could be mined in order to prevent infiltration.,"(could, certain); (mined, unknown); (prevent, unknown)"
162,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: It is preferable the fence be square or rectangular in shape.,"(is, certain); (be, certain)"
163,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: A circular shaped fence is harder to protect because of hidden angles.,"(is, certain); (protect, certain)"
164,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Parking areas are of importance because most sabotage operations are done with cars.,"(done, certain); (are, certain); (operations, certain)"
165,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: Therefore, it is important to adopt following:","(adopt, certain); (is, certain)"
166,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: The parking lot should be 50 meters away from the fence.,"(should, certain); (be, unknown)"
167,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: If the nature of the terrain does not allow it, then it should be on the other side of the road.","(should, certain); (be, unknown); (allow, uncertain)"
168,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: Under no circumstance a car, even that which belongs to the location should be permitted to park next to the fence.","(belongs, certain); (should, certain); (circumstance, certain); (park, certain); (permitted, unknown)"
169,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Assign a parking spot for visitors which would not make them feel insulted.,"(would, certain); (insulted, certain); (Assign, certain); (make, unknown)"
170,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Usually such parking spots are on the side of the lot.,"(are, certain)"
171,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Inside parking lot should be strictly designated to the location's cars in order to protect them from sabotage.,"(sabotage, certain); (should, certain); (protect, unknown); (designated, unknown)"
172,CMU/AFGP-2002-600002-Trans.xml,"LU Factuality: Also, the visitors with high security clearance should be designated parking spots inside the location.","(clearance, certain); (should, certain); (designated, unknown)"
173,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Cars parked inside the location should have their front facing the fence so they could be used quickly in case of emergency.,"(could, certain); (should, certain); (facing, certain); (parked, certain); (used, unknown); (have, unknown)"
174,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: All parking regulations of the location should be followed strictly followed.,"(should, certain); (followed, unknown)"
175,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Some buses should be exposed and others should be camouflaged.,"(should, certain); (should, certain); (camouflaged, unknown); (exposed, unknown)"
176,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: The buses should have the following:,"(should, certain); (have, unknown)"
177,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Wireless equipment to report dangerous activities,"(activities, certain); (report, unknown)"
178,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Writing materials to jot down suspicious activities or license plate numbers.,"(activities, certain); (jot, unknown)"
179,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: Sand bags arounf the busses to protect them from gun fire.,"(fire, certain); (protect, unknown)"
180,CMU/AFGP-2002-600002-Trans.xml,LU Factuality: These are camouflaged to look like commercial companies' vehicles or traveling salesmen's vehicles.,"(camouflaged, certain); (look, unknown)"
