,file,input_text,target_text
0,CMU/20000410_nyt-NEW.xml,LU Factuality: Iraq clears visit by Ohio official,"(clears, true)"
1,CMU/20000410_nyt-NEW.xml,"LU Factuality: The Iraqi government has agreed to let U.S. Rep. Tony Hall visit the country next week to assess a humanitarian crisis that has festered since the Gulf War of 1990, Hall's office said Monday.","(agreed, true); (to let, true); (visit, false); (festered, true); (Gulf War, true); (to assess, unknown)"
2,CMU/20000410_nyt-NEW.xml,"LU Factuality: The Dayton Democrat, who has traveled to other crisis points including Sierra Leone and North Korea, will spend three days visiting hospitals and other facilities to seek understanding why aid has been ineffective in stemming malnourishment and other medical problems.","(traveled, true); (including, true); (visiting, true); (been ineffective, true); (stemming malnourishment, true); (medical problems, true); (spend, true); (to seek understanding, unknown)"
3,CMU/20000410_nyt-NEW.xml,"LU Factuality: Iraq has been under economic sanctions since the war ended, which some say have thwarted the country's ability to recover from the devastation of the bombing campaign.","(been under economic sanctions, true); (war ended, true); (say, true); (bombing campaign, true); (devastation, true); (to recover, false); (thwarted, false)"
4,CMU/20000410_nyt-NEW.xml,"LU Factuality: The Persian Gulf War destroyed much of the country's medical infrastructure, according to a report by the World Health Organization. ","(according to, true); (destroyed, false); (report, true)"
5,CMU/20000410_nyt-NEW.xml,LU Factuality: In 1996 the WHO found that much of the population existed in a state of ``semi starvation.'',"(found, true); (existed, false); (semi starvation, false)"
6,CMU/20000410_nyt-NEW.xml,"LU Factuality: Hall will be only the second member of Congress to travel in Iraq since the war, according to Hall's office. ","(according to, true); (war, true); (to travel, false)"
7,CMU/20000410_nyt-NEW.xml,"LU Factuality: The last visitor was then-U.S. Rep. Bill Richardson of New Mexico, who went to help a pair of U.S. oilmen in diplomatic trouble.","(U.S. Rep. Bill Richardson, true); (was, true); (diplomatic trouble, true); (went, true); (to help, unknown)"
8,CMU/20000410_nyt-NEW.xml,"LU Factuality: Hall flies to Amman, Jordan, on Friday, where he'll spend the night before driving to Iraq. ","(driving, false); (spend, false); (flies, true)"
9,CMU/20000410_nyt-NEW.xml,LU Factuality: Flights are not permitted into Iraq.,"(not permitted, true)"
10,CMU/20000410_nyt-NEW.xml,LU Factuality: Hall is to return to Washington on April 22.,"(is, true); (to return, false)"
11,CMU/20000410_nyt-NEW.xml,LU Factuality: Story Filed By Cox Newspapers,"(Filed, true)"
12,CMU/20000415_apw_eng-New.xml,LU Factuality: Ohio Congressman Arrives in Jordan,"(Arrives, true)"
13,CMU/20000415_apw_eng-New.xml,"LU Factuality: AMMAN, Jordan (AP)  U.S. Representative Tony Hall arrived in Jordan on Saturday en route to Iraq, where he is expected to look into the plight of Iraqis after nearly 10 years of U.N. trade sanctions.","(arrived, true); (is expected, true); (plight, true); (U.N. trade sanctions, true); (to look, false)"
14,CMU/20000415_apw_eng-New.xml,"LU Factuality: Hall, an Ohio Democrat and one of very few U.S. congressmen to visit Iraq since the 1991 Gulf War over Kuwait, is scheduled to embark Sunday the 12-hour overland trip to the Iraqi capital, Baghdad.","(to visit, true); (scheduled, true); (trip, true); (to embark, false)"
15,CMU/20000415_apw_eng-New.xml,"LU Factuality: He did not speak to reporters in Jordan, but he told The Associated Press before leaving the United States that he hopes to ""separate the humanitarian work from the political issues."" ","(not speak, true); (told, true); (leaving, true); (hopes, true); (to ""separate, unknown); (political issues, false); (humanitarian work, false)"
16,CMU/20000415_apw_eng-New.xml,"LU Factuality: During his four days in Iraq, Hall said he wanted to investigate reports from relief agencies that a quarter of Iraqi children may be suffering from chronic malnutrition.","(said, true); (wanted, true); (to investigate, unknown); (may, true); (chronic malnutrition, false); (be suffering, unknown)"
17,CMU/20000415_apw_eng-New.xml,LU Factuality: He said he would pay particular attention to what happens to food and medicine entering the country under the U.N. oil-for-food program.,"(said, true); (happens, true); (would, true); (U.N. oil-for-food program, true); (entering, true); (pay, unknown)"
18,CMU/20000415_apw_eng-New.xml,"LU Factuality: If supplies are not reaching the people who need them, Hall said, he wanted to find out whether the United Nations or relief agencies needed to handle things differently, or whether ""Iraq needs to get out of the way and let us do the job.""","(said, true); (wanted, true); (needed, false); (needs, false); (let, false); (to get out of, unknown); (do the job, false); (not reaching, unknown); (to find out, unknown); (to handle, unknown)"
19,CMU/20000415_apw_eng-New.xml,"LU Factuality: The Iraqi government blames the embargo for the malnutrition, infant mortality and other hardships.","(embargo, true); (blames, true); (other hardships, false); (infant mortality, false); (malnutrition, false)"
20,CMU/20000415_apw_eng-New.xml,LU Factuality: The sanctions cannot be lifted until U.N. inspectors certify that Iraq has eliminated its weapons of mass destruction and the means to produce them.,"(sanctions, true); (certify, false); (eliminated, false); (means to produce, false); (not be lifted, true)"
21,CMU/20000415_apw_eng-New.xml,LU Factuality: Iraq says it has done so and has barred inspectors since late 1998.,"(says, true); (barred, true)"
22,CMU/20000415_apw_eng-New.xml,LU Factuality: At least one other congressman has visited Iraq.,"(visited, true)"
23,CMU/20000415_apw_eng-New.xml,LU Factuality: Energy Secretary Bill Richardson went to Baghdad in 1995 while a representative for New Mexico.,"(went, true)"
24,CMU/20000416_xin_eng-NEW.xml,"LU Factuality: U.S. Congressman Arrives in Iraq for Landmark Visit BAGHDAD, April 16 (Xinhua) -- ","(Arrives, true); (Visit, true)"
25,CMU/20000416_xin_eng-NEW.xml,"LU Factuality: U.S. Congressman Tony Hall arrived here Sunday evening, becoming the first U.S. lawmaker to visit Iraq since the 1991 Gulf War.","(arrived, true); (becoming, true); (to visit, true)"
26,CMU/20000416_xin_eng-NEW.xml,"LU Factuality: Hall, heading a three-member delegation, arrived here at 19:17 (1517 GMT) by land from Jordanian capital Amman, and stayed at the five-star Mansour Hotel.","(heading, true); (arrived, true); (stayed, true)"
27,CMU/20000416_xin_eng-NEW.xml,"LU Factuality: At the entrance of the Mansour Hotel, Hall made a brief statement, saying that he came to Iraq because he has heard for a long time about the humanitarian situation here, especially the malnutrition among the Iraqi children and the increasing mortality rate of the children and the elderly.","(made, true); (statement, true); (saying, true); (came, false); (increasing, false); (malnutrition, false); (humanitarian situation, false); (heard, false); (mortality rate, false)"
28,CMU/20000416_xin_eng-NEW.xml,"LU Factuality: He also said that his visit will mainly focus on the humanitarian situation of Iraq, which has been under crippling U.N. sanctions since its 1990 invasion of Kuwait, the primacord of the 1991 Gulf War.","(said, true); (visit, true); (been under, true); (U.N. sanctions, true); (primacord, true); (invasion, true); (focus on, false)"
29,CMU/20000416_xin_eng-NEW.xml,"LU Factuality: ""The visit is not a political visit, it is a visit of humanitarian concerns,"" he added.","(added, true); (political visit, false); (visit, false); (is not, false); (visit of humanitarian concerns, false); (is, false)"
30,CMU/20000416_xin_eng-NEW.xml,"LU Factuality: ""There are a lot of issues I want to take a look at, but the issue of humanitarian concerns is number one,"" he said.","(said, true); (lot of issues, false); (are, false); (issue of humanitarian concerns, false); (look at, false); (want, false); (is, false); (number one, false); (to take, unknown)"
31,CMU/20000416_xin_eng-NEW.xml,"LU Factuality: During his stay in Iraq, he will visit several places, including hospitals and schools, in Baghdad and southern Iraq, where the U.S. and Britain imposed a no-fly zone, with the claimed aim of protecting Shi'ite Muslims from possible attacks by Iraqi government.","(including, true); (stay, true); (no-fly zone, true); (imposed, true); (protecting, false); (attacks, false); (claimed, false); (aim, false); (visit, false)"
32,CMU/20000416_xin_eng-NEW.xml,"LU Factuality: Bombing targets in the no-fly zones in southern and northern Iraq by U.S. and British warplanes have almost become a daily occurrence, causing serious civilian casualties.","(no-fly zones, true); (Bombing, true); (become, true); (warplanes, true); (causing, true); (daily occurrence, true); (civilian casualties, true)"
33,CMU/20000416_xin_eng-NEW.xml,"LU Factuality: When asked by Xinhua if there is any plan for him to meet Iraq officials, he said ""I have not been asked to meet any top Iraqi officials.","(asked, true); (said, true); (is, false); (plan, false); (to meet, false); (not been asked, false); (to meet, false)"
34,CMU/20000416_xin_eng-NEW.xml,"LU Factuality: My concern is with the Red Cross, the (Iraqi) Red Crescent, to see what they have to show me, to see with my own eyes and make up my own mind.""","(have, false); (concern, false); (make up, unknown); (to show, unknown); (to see, unknown)"
35,CMU/20000416_xin_eng-NEW.xml,"LU Factuality: However, it has been reported that Hall is expected to meet Iraqi Health Minister Umid Medhat Mubarak and representatives of all international aid organizations working in Iraq.","(is expected, true); (working, true); (been reported, true); (to meet, false)"
